name,country,latitude,longitude,timezone,population,region
Millersville,US,36.37116,-86.71,America/Chicago,6700,TN
Millington,US,35.34147,-89.89731,America/Chicago,11027,TN
Morristown,US,36.21398,-83.29489,America/New_York,29478,TN
Mount Carmel,US,35.49785,-88.00781,America/Chicago,5298,TN
Mount Carmel,US,36.54538,-82.66099,America/New_York,5425,TN
Mount Juliet,US,36.20005,-86.51861,America/Chicago,31540,TN
Munford,US,35.44925,-89.81508,America/Chicago,6108,TN
Murfreesboro,US,35.84562,-86.39027,America/Chicago,126118,TN
Nashville,US,36.16589,-86.78444,America/Chicago,689447,TN
New South Memphis,US,35.08676,-90.05676,America/Chicago,641608,TN
Newport,US,35.96704,-83.18766,America/New_York,6834,TN
Nolensville,US,35.95229,-86.66944,America/Chicago,6939,TN
Oak Ridge,US,36.01036,-84.26964,America/New_York,29302,TN
Oakland,US,35.22898,-89.51508,America/Chicago,7488,TN
Paris,US,36.302,-88.32671,America/Chicago,10150,TN
Pigeon Forge,US,35.78842,-83.55433,America/New_York,6171,TN
Portland,US,36.58171,-86.51638,America/Chicago,12323,TN
Pulaski,US,35.1998,-87.03084,America/Chicago,7617,TN
Red Bank,US,35.11229,-85.29413,America/New_York,11769,TN
Ripley,US,35.74536,-89.5298,America/Chicago,8176,TN
Rockwood,US,35.86563,-84.68494,America/Chicago,5425,TN
Savannah,US,35.2248,-88.2492,America/Chicago,7027,TN
Sevierville,US,35.86815,-83.56184,America/New_York,16490,TN
Seymour,US,35.89064,-83.72462,America/New_York,10919,TN
Shelbyville,US,35.48341,-86.46027,America/Chicago,21317,TN
Signal Mountain,US,35.12257,-85.34385,America/New_York,8528,TN
Smyrna,US,35.98284,-86.5186,America/Chicago,46607,TN
Soddy-Daisy,US,35.2359,-85.19079,America/New_York,13171,TN
South Cleveland,US,35.106,-84.89,America/New_York,6912,TN
Sparta,US,35.9259,-85.46414,America/Chicago,5096,TN
Spring Hill,US,35.75118,-86.93,America/Chicago,36055,TN
Springfield,US,36.50921,-86.885,America/Chicago,16808,TN
Sweetwater,US,35.60146,-84.46104,America/New_York,5931,TN
Tullahoma,US,35.36202,-86.20943,America/Chicago,19128,TN
Union City,US,36.42423,-89.05701,America/Chicago,10573,TN
White House,US,36.47032,-86.65138,America/Chicago,11226,TN
Winchester,US,35.18592,-86.11221,America/Chicago,8539,TN
Abilene,US,32.44874,-99.73314,America/Chicago,125182,TX
Addison,US,32.96179,-96.82917,America/Chicago,15518,TX
Alamo Heights,US,29.48495,-98.46585,America/Chicago,8038,TX
Alamo,US,26.18369,-98.12306,America/Chicago,19246,TX
Aldine,US,29.93245,-95.38021,America/Chicago,15869,TX
Alice,US,27.75225,-98.06972,America/Chicago,19408,TX
Alief,US,29.71106,-95.59633,America/Chicago,98725,TX
Allen,US,33.10317,-96.67055,America/Chicago,98143,TX
Alton,US,26.28729,-98.31335,America/Chicago,15760,TX
Alton North (historical),US,26.29535,-98.30446,America/Chicago,5541,TX
Alvin,US,29.42385,-95.2441,America/Chicago,25791,TX
Anderson Mill,US,30.45492,-97.80584,America/Chicago,8744,TX
Angleton,US,29.16941,-95.43188,America/Chicago,19429,TX
Anna,US,33.349,-96.5486,America/Chicago,11463,TX
Aransas Pass,US,27.90947,-97.14999,America/Chicago,8530,TX
Arlington,US,32.73569,-97.10807,America/Chicago,388125,TX
Atascocita,US,29.99883,-95.1766,America/Chicago,65844,TX
Athens,US,32.20487,-95.85552,America/Chicago,12788,TX
Atlanta,US,33.11374,-94.16435,America/Chicago,5605,TX
Austin,US,30.26715,-97.74306,America/Chicago,974447,TX
Azle,US,32.89513,-97.54586,America/Chicago,11693,TX
Bacliff,US,29.5069,-94.99243,America/Chicago,8619,TX
Balch Springs,US,32.72874,-96.62277,America/Chicago,25210,TX
Bastrop,US,30.11049,-97.31527,America/Chicago,8231,TX
Baytown,US,29.7355,-94.97743,America/Chicago,76335,TX
Beaumont,US,30.08605,-94.10185,America/Chicago,115282,TX
Bedford,US,32.84402,-97.14307,America/Chicago,49337,TX
Bee Cave,US,30.30854,-97.94501,America/Chicago,6292,TX
Beeville,US,28.40095,-97.74974,America/Chicago,13277,TX
Bellaire,US,29.70579,-95.45883,America/Chicago,18518,TX
Bellmead,US,31.59405,-97.10889,America/Chicago,10164,TX
Belton,US,31.05601,-97.46445,America/Chicago,20547,TX
Benbrook,US,32.67319,-97.46058,America/Chicago,22629,TX
Boerne,US,29.79466,-98.73197,America/Chicago,13674,TX
Bonham,US,33.57733,-96.17831,America/Chicago,10079,TX
Bowie,US,33.559,-97.84865,America/Chicago,5126,TX
Brady,US,31.13517,-99.33506,America/Chicago,5549,TX
Breckenridge,US,32.75568,-98.90229,America/Chicago,5590,TX
Brenham,US,30.16688,-96.39774,America/Chicago,16579,TX
Briar,US,32.99512,-97.5428,America/Chicago,5665,TX
Bridge City,US,30.02077,-93.84573,America/Chicago,7941,TX
Bridgeport,US,33.21012,-97.75476,America/Chicago,6381,TX
Brookshire,US,29.78606,-95.95107,America/Chicago,5120,TX
Brownsville,US,25.90175,-97.49748,America/Chicago,183887,TX
Brownwood,US,31.70932,-98.99116,America/Chicago,19031,TX
Brushy Creek,US,30.51353,-97.73973,America/Chicago,21764,TX
Bryan,US,30.67436,-96.36996,America/Chicago,82118,TX
Burkburnett,US,34.09787,-98.57061,America/Chicago,11043,TX
Burleson,US,32.54208,-97.32085,America/Chicago,43625,TX
Burnet,US,30.75824,-98.22836,America/Chicago,6239,TX
Cameron,US,30.85325,-96.97693,America/Chicago,5460,TX
Cameron Park,US,25.96452,-97.47665,America/Chicago,6963,TX
Cameron Park Colonia,US,25.97147,-97.47832,America/Chicago,6963,TX
Camp Swift,US,30.19077,-97.29221,America/Chicago,6383,TX
Canyon Lake,US,29.87522,-98.26251,America/Chicago,21262,TX
Carrizo Springs,US,28.52193,-99.86061,America/Chicago,5898,TX
Carrollton,US,32.95373,-96.89028,America/Chicago,133168,TX
Carthage,US,32.15738,-94.33742,America/Chicago,6844,TX
Cedar Hill,US,32.58847,-96.95612,America/Chicago,48507,TX
Cedar Park,US,30.5052,-97.82029,America/Chicago,65945,TX
Celina,US,33.32456,-96.78444,America/Chicago,7697,TX
Center,US,31.51073,-96.4247,America/Chicago,5727,TX
Center,US,31.79545,-94.17909,America/Chicago,5211,TX
Channelview,US,29.77606,-95.11465,America/Chicago,38289,TX
Cibolo,US,29.56162,-98.22696,America/Chicago,33433,TX
Cinco Ranch,US,29.73884,-95.758,America/Chicago,18274,TX
Cleburne,US,32.34764,-97.38668,America/Chicago,30020,TX
Cleveland,US,30.34132,-95.08549,America/Chicago,7858,TX
Cloverleaf,US,29.77828,-95.17188,America/Chicago,22942,TX
Clute,US,29.02469,-95.39883,America/Chicago,11444,TX
College Station,US,30.62798,-96.33441,America/Chicago,107889,TX
Colleyville,US,32.88096,-97.15501,America/Chicago,25487,TX
Commerce,US,33.24706,-95.89997,America/Chicago,8892,TX
Conroe,US,30.31188,-95.45605,America/Chicago,68602,TX
Converse,US,29.51801,-98.31612,America/Chicago,21987,TX
Coppell,US,32.95457,-97.01501,America/Chicago,41159,TX
Copperas Cove,US,31.12406,-97.90308,America/Chicago,33081,TX
Corinth,US,33.15401,-97.06473,America/Chicago,20998,TX
Corpus Christi,US,27.80058,-97.39638,America/Chicago,326586,TX
Corsicana,US,32.09543,-96.46887,America/Chicago,23952,TX
Crockett,US,31.31824,-95.45661,America/Chicago,6554,TX
Crowley,US,32.57903,-97.36252,America/Chicago,14853,TX
Crystal City,US,28.67748,-99.82811,America/Chicago,7496,TX
Cuero,US,29.09387,-97.28916,America/Chicago,7115,TX
Cypress,US,29.96911,-95.69717,America/Chicago,46025,TX
Dallas,US,32.78306,-96.80667,America/Chicago,1300092,TX
Dayton,US,30.04661,-94.8852,America/Chicago,7575,TX
DeSoto,US,32.58986,-96.85695,America/Chicago,52486,TX
Decatur,US,33.23428,-97.58614,America/Chicago,6521,TX
Deer Park,US,29.70523,-95.12382,America/Chicago,33806,TX
Denison,US,33.75566,-96.53666,America/Chicago,23150,TX
Denton,US,33.21484,-97.13307,America/Chicago,131044,TX
Diboll,US,31.18713,-94.78104,America/Chicago,5400,TX
Dickinson,US,29.46079,-95.05132,America/Chicago,19895,TX
Doffing,US,26.27452,-98.38585,America/Chicago,5091,TX
Donna,US,26.17035,-98.05195,America/Chicago,16523,TX
Duncanville,US,32.6518,-96.90834,America/Chicago,39826,TX
Eagle Mountain,US,32.89346,-97.44446,America/Chicago,7003,TX
Edinburg,US,26.30174,-98.16334,America/Chicago,84497,TX
El Campo,US,29.19664,-96.26969,America/Chicago,11604,TX
Elgin,US,30.34965,-97.37027,America/Chicago,9039,TX
Elsa,US,26.2934,-97.99306,America/Chicago,6647,TX
Ennis,US,32.32931,-96.62527,America/Chicago,19007,TX
Euless,US,32.83707,-97.08195,America/Chicago,54219,TX
Everman,US,32.63097,-97.28918,America/Chicago,6352,TX
Fair Oaks Ranch,US,29.74578,-98.64336,America/Chicago,7407,TX
Fairview,US,33.1579,-96.63166,America/Chicago,8438,TX
Farmers Branch,US,32.92651,-96.89612,America/Chicago,32689,TX
Fate,US,32.94151,-96.38137,America/Chicago,9847,TX
Floresville,US,29.13358,-98.15612,America/Chicago,7321,TX
Flower Mound,US,33.01457,-97.09696,America/Chicago,71253,TX
Forest Hill,US,32.67208,-97.26918,America/Chicago,12881,TX
Forney,US,32.74818,-96.47193,America/Chicago,18418,TX
Fort Worth,US,32.72541,-97.32085,America/Chicago,918915,TX
Four Corners,US,29.66857,-95.65772,America/Chicago,12382,TX
Fredericksburg,US,30.2752,-98.87198,America/Chicago,11094,TX
Freeport,US,28.95414,-95.35966,America/Chicago,12154,TX
Fresno,US,29.53885,-95.44744,America/Chicago,19069,TX
Friendswood,US,29.5294,-95.20104,America/Chicago,38800,TX
Frisco,US,33.15067,-96.82361,America/Chicago,154407,TX
Fulshear,US,29.68996,-95.89968,America/Chicago,5886,TX
Gainesville,US,33.62594,-97.13335,America/Chicago,16292,TX
Galena Park,US,29.73356,-95.23021,America/Chicago,11162,TX
Galveston,US,29.30135,-94.7977,America/Chicago,50180,TX
Garland,US,32.91262,-96.63888,America/Chicago,236897,TX
Gatesville,US,31.43516,-97.74391,America/Chicago,15724,TX
Georgetown,US,30.63269,-97.67723,America/Chicago,63716,TX
Giddings,US,30.18272,-96.93637,America/Chicago,5064,TX
Gilmer,US,32.72875,-94.94244,America/Chicago,5187,TX
Gladewater,US,32.53653,-94.94272,America/Chicago,6432,TX
Glenn Heights,US,32.54875,-96.85667,America/Chicago,12042,TX
Gonzales,US,29.50163,-97.45249,America/Chicago,7544,TX
Graham,US,33.10706,-98.5895,America/Chicago,8865,TX
Granbury,US,32.44208,-97.7942,America/Chicago,9386,TX
Grand Prairie,US,32.74596,-96.99778,America/Chicago,187809,TX
Granite Shoals,US,30.58908,-98.38392,America/Chicago,5071,TX
Grapevine,US,32.93429,-97.07807,America/Chicago,51404,TX
Greatwood,US,29.55413,-95.67578,America/Chicago,11538,TX
Greenville,US,33.13845,-96.11081,America/Chicago,26515,TX
Groves,US,29.94827,-93.91712,America/Chicago,15750,TX
Gun Barrel City,US,32.33459,-96.15136,America/Chicago,5985,TX
Haltom City,US,32.79957,-97.26918,America/Chicago,44206,TX
Harker Heights,US,31.08351,-97.65974,America/Chicago,29142,TX
Harlingen,US,26.19063,-97.6961,America/Chicago,65774,TX
Heath,US,32.83651,-96.47499,America/Chicago,8211,TX
Helotes,US,29.57801,-98.68975,America/Chicago,8591,TX
Hempstead,US,30.09744,-96.07829,America/Chicago,7110,TX
Hewitt,US,31.46239,-97.19584,America/Chicago,14252,TX
Hidalgo,US,26.10035,-98.26307,America/Chicago,13709,TX
Highland Park,US,32.83346,-96.79195,America/Chicago,9189,TX
Highland Village,US,33.09179,-97.04668,America/Chicago,16149,TX
Highlands,US,29.81884,-95.05604,America/Chicago,7522,TX
Hillsboro,US,32.01099,-97.13001,America/Chicago,8321,TX
Hitchcock,US,29.34829,-95.01604,America/Chicago,7621,TX
Hondo,US,29.34746,-99.14142,America/Chicago,9119,TX
Hornsby Bend,US,30.24743,-97.58333,America/Chicago,6791,TX
Houston,US,29.76328,-95.36327,America/Chicago,2314157,TX
Humble,US,29.99883,-95.26216,America/Chicago,15665,TX
Huntsville,US,30.72353,-95.55078,America/Chicago,40938,TX
Hurst,US,32.82346,-97.17057,America/Chicago,39016,TX
Hutchins,US,32.6493,-96.71305,America/Chicago,5727,TX
Hutto,US,30.5427,-97.54667,America/Chicago,22722,TX
Ingleside,US,27.8778,-97.21166,America/Chicago,9695,TX
Iowa Park,US,33.95148,-98.66867,America/Chicago,6344,TX
Irving,US,32.81402,-96.94889,America/Chicago,236607,TX
Jacinto City,US,29.76745,-95.23382,America/Chicago,10782,TX
Jacksonville,US,31.96378,-95.2705,America/Chicago,14884,TX
Jasper,US,30.9202,-93.99658,America/Chicago,7619,TX
Jersey Village,US,29.88772,-95.563,America/Chicago,7900,TX
Jollyville,US,30.4427,-97.77501,America/Chicago,16151,TX
Joshua,US,32.46153,-97.38807,America/Chicago,6066,TX
Kaufman,US,32.58902,-96.30887,America/Chicago,7156,TX
Katy,US,29.78579,-95.8244,America/Chicago,16158,TX
Keene,US,32.39681,-97.3239,America/Chicago,6181,TX
Keller,US,32.93457,-97.25168,America/Chicago,45758,TX
Kennedale,US,32.6468,-97.22585,America/Chicago,7715,TX
Kerrville,US,30.04743,-99.14032,America/Chicago,23136,TX
Kilgore,US,32.38626,-94.87577,America/Chicago,14947,TX
Killeen,US,31.11712,-97.7278,America/Chicago,140806,TX
Kingsland,US,30.65824,-98.44058,America/Chicago,6030,TX
Kingsville,US,27.51587,-97.85611,America/Chicago,26225,TX
Kirby,US,29.46329,-98.38557,America/Chicago,8550,TX
Kyle,US,29.98911,-97.87723,America/Chicago,35733,TX
La Feria,US,26.15896,-97.82389,America/Chicago,7338,TX
La Homa,US,26.25007,-98.36363,America/Chicago,11985,TX
La Marque,US,29.36857,-94.97131,America/Chicago,15908,TX
La Porte,US,29.66578,-95.01937,America/Chicago,35148,TX
Lacy-Lakeview,US,31.62933,-97.10278,America/Chicago,6604,TX
Lago Vista,US,30.4602,-97.98835,America/Chicago,6550,TX
Lake Dallas,US,33.11929,-97.02556,America/Chicago,7892,TX
Lake Jackson,US,29.03386,-95.43439,America/Chicago,27533,TX
Lakehills,US,29.60467,-98.94309,America/Chicago,5150,TX
Lakeway,US,30.36377,-97.97959,America/Chicago,14217,TX
Lampasas,US,31.06378,-98.1817,America/Chicago,7687,TX
Lancaster,US,32.59208,-96.75611,America/Chicago,38801,TX
Laredo,US,27.50641,-99.50754,America/Chicago,255473,TX
League City,US,29.50745,-95.09493,America/Chicago,98312,TX
Leander,US,30.57881,-97.85307,America/Chicago,37889,TX
Leon Valley,US,29.49523,-98.61863,America/Chicago,11174,TX
Lewisville,US,33.04623,-96.99417,America/Chicago,104039,TX
Liberty,US,30.05799,-94.79548,America/Chicago,9039,TX
Lindale,US,32.5157,-95.4094,America/Chicago,5692,TX
Little Elm,US,33.16262,-96.93751,America/Chicago,38341,TX
Live Oak,US,29.56523,-98.3364,America/Chicago,15346,TX
Livingston,US,30.71103,-94.93299,America/Chicago,5172,TX
Lockhart,US,29.88494,-97.67,America/Chicago,13446,TX
Longview,US,32.5007,-94.74049,America/Chicago,82287,TX
Los Fresnos,US,26.07174,-97.47637,America/Chicago,6582,TX
Lucas,US,33.08429,-96.57666,America/Chicago,6883,TX
Lufkin,US,31.33824,-94.7291,America/Chicago,36333,TX
Luling,US,29.68051,-97.6475,America/Chicago,5764,TX
Lumberton,US,30.26577,-94.19963,America/Chicago,12421,TX
Manor,US,30.34076,-97.55695,America/Chicago,7587,TX
Mansfield,US,32.56319,-97.14168,America/Chicago,64274,TX
Manvel,US,29.46274,-95.35799,America/Chicago,7950,TX
Marble Falls,US,30.57841,-98.27507,America/Chicago,6281,TX
Marlin,US,31.30629,-96.89804,America/Chicago,5682,TX
Marshall,US,32.54487,-94.36742,America/Chicago,23820,TX
Mathis,US,28.09446,-97.82805,America/Chicago,5037,TX
McAllen,US,26.20341,-98.23001,America/Chicago,140269,TX
McGregor,US,31.44406,-97.40918,America/Chicago,5064,TX
McKinney,US,33.19762,-96.61527,America/Chicago,162898,TX
Melissa,US,33.28595,-96.57277,America/Chicago,7436,TX
Mercedes,US,26.1498,-97.91361,America/Chicago,16657,TX
Mesquite,US,32.7668,-96.59916,America/Chicago,144788,TX
Mexia,US,31.67989,-96.4822,America/Chicago,7406,TX
Midlothian,US,32.48236,-96.99445,America/Chicago,22318,TX
Mila Doce,US,26.22618,-97.95889,America/Chicago,6222,TX
Mineral Wells,US,32.80846,-98.11282,America/Chicago,14754,TX
Mission,US,26.21591,-98.32529,America/Chicago,83298,TX
Mission Bend,US,29.69384,-95.66495,America/Chicago,36501,TX
Missouri City,US,29.61857,-95.53772,America/Chicago,74139,TX
Mont Belvieu,US,29.84772,-94.89076,America/Chicago,5193,TX
Mount Pleasant,US,33.15679,-94.96827,America/Chicago,16051,TX
Murillo Colonia,US,26.25646,-98.11334,America/Chicago,7344,TX
Murphy,US,33.01512,-96.61305,America/Chicago,20610,TX
Nacogdoches,US,31.60351,-94.65549,America/Chicago,33894,TX
Navasota,US,30.38798,-96.08773,America/Chicago,7476,TX
Nederland,US,29.97438,-93.9924,America/Chicago,17196,TX
New Braunfels,US,29.703,-98.12445,America/Chicago,70543,TX
New Caney,US,30.15522,-95.21132,America/Chicago,20000,TX
New Territory,US,29.59412,-95.68078,America/Chicago,15186,TX
North Richland Hills,US,32.8343,-97.2289,America/Chicago,69204,TX
Nurillo,US,26.26702,-98.1214,America/Chicago,5547,TX
Orange,US,30.09299,-93.73655,America/Chicago,19347,TX
Palestine,US,31.76212,-95.63079,America/Chicago,18288,TX
Palmview,US,26.23341,-98.37085,America/Chicago,5715,TX
Palmview South,US,26.21563,-98.37863,America/Chicago,5575,TX
Paris,US,33.66094,-95.55551,America/Chicago,24782,TX
Pasadena,US,29.69106,-95.2091,America/Chicago,153784,TX
Pearland,US,29.56357,-95.28605,America/Chicago,108821,TX
Pearsall,US,28.89219,-99.09503,America/Chicago,9980,TX
Pecan Grove,US,29.62607,-95.73162,America/Chicago,15963,TX
Pecan Plantation,US,32.36042,-97.67558,America/Chicago,5294,TX
Perezville,US,26.22452,-98.40057,America/Chicago,5376,TX
Pflugerville,US,30.43937,-97.62,America/Chicago,57122,TX
Pharr,US,26.1948,-98.18362,America/Chicago,76538,TX
Plano,US,33.01984,-96.69889,America/Chicago,283558,TX
Pleasanton,US,28.96719,-98.47863,America/Chicago,9829,TX
Port Arthur,US,29.88519,-93.94233,America/Chicago,55340,TX
Port Isabel,US,26.07341,-97.20858,America/Chicago,5016,TX
Port Lavaca,US,28.615,-96.62609,America/Chicago,12416,TX
Port Neches,US,29.99132,-93.95851,America/Chicago,12786,TX
Portland,US,27.87725,-97.32388,America/Chicago,16116,TX
Prairie View,US,30.09327,-95.98773,America/Chicago,6369,TX
Princeton,US,33.18012,-96.49804,America/Chicago,8939,TX
Progreso,US,26.0923,-97.95722,America/Chicago,5922,TX
Prosper,US,33.23623,-96.80111,America/Chicago,15967,TX
Raymondville,US,26.48146,-97.78305,America/Chicago,11139,TX
Red Oak,US,32.51764,-96.80444,America/Chicago,12022,TX
Rendon,US,32.57625,-97.2414,America/Chicago,12552,TX
Richardson,US,32.94818,-96.72972,America/Chicago,110815,TX
Richland Hills,US,32.81596,-97.22807,America/Chicago,8098,TX
Richmond,US,29.58218,-95.76078,America/Chicago,12138,TX
Rio Grande City,US,26.37979,-98.8203,America/Chicago,14404,TX
River Oaks,US,32.77707,-97.39446,America/Chicago,7724,TX
Roanoke,US,33.00401,-97.22585,America/Chicago,7400,TX
Robinson,US,31.46767,-97.11472,America/Chicago,11484,TX
Robstown,US,27.7903,-97.66888,America/Chicago,11576,TX
Rockdale,US,30.65548,-97.00137,America/Chicago,5609,TX
Rockwall,US,32.93123,-96.45971,America/Chicago,42566,TX
Rockport,US,28.02077,-97.05601,America/Chicago,10490,TX
Roma-Los Saenz,US,26.40506,-99.01586,America/Chicago,9765,TX
Rosenberg,US,29.55718,-95.80856,America/Chicago,35510,TX
Round Rock,US,30.50826,-97.6789,America/Chicago,115997,TX
Rowlett,US,32.9029,-96.56388,America/Chicago,60236,TX
Royse City,US,32.97512,-96.33248,America/Chicago,11465,TX
Rusk,US,31.79601,-95.15022,America/Chicago,5618,TX
Sachse,US,32.97623,-96.59527,America/Chicago,24554,TX
Saginaw,US,32.86013,-97.36391,America/Chicago,22079,TX
San Antonio,US,29.42412,-98.49363,America/Chicago,1434625,TX
San Benito,US,26.13258,-97.6311,America/Chicago,24496,TX
San Juan,US,26.18924,-98.15529,America/Chicago,36556,TX
San Marcos,US,29.88327,-97.94139,America/Chicago,60684,TX
Sanger,US,33.36317,-97.1739,America/Chicago,7747,TX
Santa Fe,US,29.37801,-95.10576,America/Chicago,13037,TX
Schertz,US,29.55217,-98.26973,America/Chicago,43091,TX
Seabrook,US,29.56412,-95.02548,America/Chicago,13716,TX
Seagoville,US,32.63958,-96.53832,America/Chicago,15894,TX
Sealy,US,29.78079,-96.15718,America/Chicago,6403,TX
Seguin,US,29.56884,-97.96473,America/Chicago,27864,TX
Selma,US,29.58439,-98.30585,America/Chicago,9108,TX
Shady Hollow,US,30.16493,-97.86223,America/Chicago,5004,TX
Sherman,US,33.63566,-96.60888,America/Chicago,40667,TX
Sienna Plantation,US,29.48607,-95.508,America/Chicago,13721,TX
Silsbee,US,30.3491,-94.17796,America/Chicago,6688,TX
Sinton,US,28.03668,-97.50916,America/Chicago,5736,TX
South Houston,US,29.66301,-95.23549,America/Chicago,17544,TX
Southlake,US,32.94124,-97.13418,America/Chicago,29941,TX
Spring,US,30.07994,-95.41716,America/Chicago,54298,TX
Stafford,US,29.61607,-95.55772,America/Chicago,18459,TX
Stephenville,US,32.2207,-98.20226,America/Chicago,20120,TX
Sugar Land,US,29.61968,-95.63495,America/Chicago,88156,TX
Sulphur Springs,US,33.13845,-95.60107,America/Chicago,16098,TX
Sunnyvale,US,32.79652,-96.56082,America/Chicago,6044,TX
Taylor,US,30.57076,-97.40944,America/Chicago,16702,TX
Temple,US,31.09823,-97.34278,America/Chicago,72277,TX
Terrell,US,32.73596,-96.27526,America/Chicago,16981,TX
Terrell Hills,US,29.47495,-98.45085,America/Chicago,5287,TX
Texarkana,US,33.42513,-94.04769,America/Chicago,37280,TX
Texas City,US,29.38385,-94.9027,America/Chicago,47618,TX
The Colony,US,33.08901,-96.88639,America/Chicago,41779,TX
The Woodlands,US,30.15799,-95.48938,America/Chicago,93847,TX
Timberwood Park,US,29.69438,-98.49741,America/Chicago,13447,TX
Tomball,US,30.09716,-95.61605,America/Chicago,11540,TX
Trophy Club,US,32.9979,-97.18362,America/Chicago,11759,TX
Tyler,US,32.35126,-95.30106,America/Chicago,103700,TX
Universal City,US,29.54801,-98.29112,America/Chicago,19986,TX
University of Texas,US,30.28604,-97.73889,America/Chicago,53082,TX
University Park,US,32.85013,-96.80028,America/Chicago,24759,TX
Uvalde,US,29.20968,-99.78617,America/Chicago,16476,TX
Vernon,US,34.15536,-99.26628,America/Chicago,10573,TX
Victoria,US,28.80527,-97.0036,America/Chicago,67574,TX
Vidor,US,30.1316,-94.01545,America/Chicago,10945,TX
Waco,US,31.54933,-97.14667,America/Chicago,132356,TX
Wake Village,US,33.42679,-94.1063,America/Chicago,5471,TX
Watauga,US,32.85791,-97.25474,America/Chicago,24525,TX
Waxahachie,US,32.38653,-96.84833,America/Chicago,33384,TX
Weatherford,US,32.7593,-97.79725,America/Chicago,28742,TX
Webster,US,29.53773,-95.11826,America/Chicago,11116,TX
Wells Branch,US,30.44604,-97.67945,America/Chicago,12120,TX
Weslaco,US,26.15952,-97.99084,America/Chicago,39474,TX
West Livingston,US,30.69825,-95.00188,America/Chicago,8071,TX
West University Place,US,29.71801,-95.43383,America/Chicago,15741,TX
Wharton,US,29.31164,-96.10274,America/Chicago,8726,TX
White Oak,US,32.52792,-94.86133,America/Chicago,6345,TX
White Settlement,US,32.75957,-97.45835,America/Chicago,17077,TX
Whitehouse,US,32.22682,-95.2255,America/Chicago,8189,TX
Wichita Falls,US,33.91371,-98.49339,America/Chicago,104710,TX
Willis,US,30.42493,-95.47994,America/Chicago,6313,TX
Windcrest,US,29.51551,-98.38029,America/Chicago,5794,TX
Woodway,US,31.506,-97.20501,America/Chicago,8777,TX
Wylie,US,33.01512,-96.53888,America/Chicago,46708,TX
Yoakum,US,29.28775,-97.15193,America/Chicago,6016,TX
Zapata,US,26.90726,-99.27143,America/Chicago,5089,TX
Abingdon,US,36.70983,-81.97735,America/New_York,8119,VA
Alexandria,US,38.80484,-77.04692,America/New_York,159467,VA
Annandale,US,38.83039,-77.19637,America/New_York,41008,VA
Aquia Harbour,US,38.46262,-77.38887,America/New_York,6727,VA
Arlington,US,38.88101,-77.10428,America/New_York,207627,VA
Ashburn,US,39.04372,-77.48749,America/New_York,43511,VA
Ashland,US,37.75903,-77.47998,America/New_York,7503,VA
Baileys Crossroads,US,38.85039,-77.1297,America/New_York,23643,VA
Bedford,US,37.33431,-79.52309,America/New_York,6561,VA
Belle Haven,US,38.78539,-77.06303,America/New_York,6518,VA
Bellwood,US,37.42181,-77.43748,America/New_York,6352,VA
Belmont,US,39.06483,-77.50999,America/New_York,5966,VA
Bensley,US,37.44681,-77.44332,America/New_York,5819,VA
Big Stone Gap,US,36.88176,-82.7471,America/New_York,5614,VA
Blacksburg,US,37.22957,-80.41394,America/New_York,44215,VA
Bluefield,US,37.25262,-81.27121,America/New_York,5279,VA
Bon Air,US,37.52487,-77.55777,America/New_York,16366,VA
Brambleton,US,38.98205,-77.5386,America/New_York,9845,VA
Brandermill,US,37.43209,-77.64971,America/New_York,13173,VA
Bridgewater,US,38.38207,-78.9767,America/New_York,5889,VA
Bristol,US,36.59649,-82.18847,America/New_York,17141,VA
Bristow,US,38.72289,-77.5361,America/New_York,8910,VA
Broadlands,US,39.01816,-77.52027,America/New_York,12313,VA
Buckhall,US,38.73178,-77.4311,America/New_York,16293,VA
Buena Vista,US,37.7343,-79.35392,America/New_York,6618,VA
Bull Run,US,38.78373,-77.52055,America/New_York,14983,VA
Burke,US,38.79345,-77.27165,America/New_York,41055,VA
Cave Spring,US,37.22764,-80.01282,America/New_York,24922,VA
Centreville,US,38.84039,-77.42888,America/New_York,71135,VA
Chamberlayne,US,37.62653,-77.42859,America/New_York,5456,VA
Chantilly,US,38.89428,-77.4311,America/New_York,23039,VA
Charlottesville,US,38.02931,-78.47668,America/New_York,46597,VA
Cherry Hill,US,38.56984,-77.26693,America/New_York,16000,VA
Chesapeake,US,36.81904,-76.27494,America/New_York,235429,VA
Chester,US,37.35682,-77.44165,America/New_York,20987,VA
Christiansburg,US,37.12985,-80.40894,America/New_York,21943,VA
Collinsville,US,36.71514,-79.91532,America/New_York,7335,VA
Colonial Heights,US,37.26804,-77.40726,America/New_York,17820,VA
Countryside,US,39.04094,-77.4136,America/New_York,10072,VA
Covington,US,37.79346,-79.99395,America/New_York,5658,VA
Crozet,US,38.06958,-78.70058,America/New_York,5565,VA
Culpeper,US,38.47318,-77.99666,America/New_York,17557,VA
Dale City,US,38.63706,-77.31109,America/New_York,65969,VA
Danville,US,36.58597,-79.39502,America/New_York,42082,VA
Dranesville,US,39.00067,-77.34582,America/New_York,11921,VA
Dumfries,US,38.56762,-77.32804,America/New_York,5217,VA
Dumbarton,US,37.60376,-77.49137,America/New_York,7879,VA
Dunn Loring,US,38.89344,-77.22165,America/New_York,8803,VA
East Hampton,US,37.03737,-76.33161,America/New_York,147993,VA
