name,country,latitude,longitude,timezone,population,region
Sandaohezi,CN,44.32597,85.62009,Asia/Urumqi,60129,13
Qongkur,CN,48.12222,87.1125,Asia/Urumqi,11850,13
Chapchal,CN,43.83555,81.14758,Asia/Urumqi,22111,13
Kürti,CN,47.20003,89.30531,Asia/Urumqi,10093,13
Xincheng,CN,41.71497,82.93249,Asia/Urumqi,102752,13
Korla,CN,41.76055,86.15231,Asia/Urumqi,549324,13
Koktokay,CN,47.21654,89.81724,Asia/Urumqi,5120,13
Karamay,CN,45.58473,84.88724,Asia/Urumqi,261445,13
Jelilyüzi,CN,43.9749,81.53555,Asia/Urumqi,37238,13
Ghulja,CN,43.91515,81.32151,Asia/Urumqi,269158,13
Hoxtolgay,CN,46.51872,86.00214,Asia/Urumqi,22000,13
Hami,CN,42.83393,93.50601,Asia/Urumqi,246373,13
Fuyun,CN,46.9919,89.52115,Asia/Urumqi,19772,13
Emin,CN,46.52582,83.63418,Asia/Urumqi,57782,13
Xininglu,CN,44.33957,84.90425,Asia/Urumqi,69361,13
Dure,CN,46.51188,88.53389,Asia/Urumqi,15253,13
Dunhuang,CN,40.16667,94.68333,Asia/Shanghai,186027,15
Dulayti,CN,47.76649,87.08308,Asia/Urumqi,8133,13
Changji,CN,44.00782,87.30461,Asia/Urumqi,198776,13
Burqin,CN,47.70283,86.86375,Asia/Urumqi,20205,13
Baijiantan,CN,45.69298,85.13942,Asia/Urumqi,93697,13
Aykol,CN,40.95759,80.13574,Asia/Urumqi,11260,13
Aral,CN,40.54184,81.26566,Asia/Urumqi,260000,13
Jinshanlu,CN,47.8505,88.13286,Asia/Urumqi,190064,13
Aqsu,CN,41.18418,80.27921,Asia/Urumqi,535657,13
Sishilichengzi,CN,41.96194,86.47667,Asia/Urumqi,8722,13
Oymak,CN,47.87809,86.98955,Asia/Urumqi,15187,13
Alakak,CN,47.74462,87.49813,Asia/Urumqi,9917,13
Turgun,CN,46.97933,89.84335,Asia/Urumqi,14143,13
Kax,CN,43.64111,81.87,Asia/Urumqi,23543,13
Baytokay,CN,43.68167,81.78889,Asia/Urumqi,19217,13
Yengitam,CN,43.74583,81.65694,Asia/Urumqi,24761,13
Dongmazar,CN,43.83139,81.85056,Asia/Urumqi,11932,13
Kipekyüzi,CN,43.94973,81.38951,Asia/Urumqi,6972,13
Dadamtu,CN,43.98028,81.31417,Asia/Urumqi,36572,13
Qulukay,CN,43.95583,81.66222,Asia/Urumqi,10447,13
Yuqunweng,CN,43.87444,81.62056,Asia/Urumqi,46759,13
Panjim,CN,44.00754,81.4247,Asia/Urumqi,25307,13
Liangji,CN,33.96389,117.96944,Asia/Shanghai,52048,04
Lanshan,CN,33.93611,117.725,Asia/Shanghai,55442,04
Qing’an,CN,33.96944,117.88056,Asia/Shanghai,48234,04
Malingshan,CN,34.20351,118.3565,Asia/Shanghai,52711,04
Chenlou,CN,34.38889,118.05,Asia/Shanghai,48327,04
Hegou,CN,34.40833,118.12222,Asia/Shanghai,44747,04
Gangshang,CN,34.52147,118.11835,Asia/Shanghai,51114,04
Zouzhuang,CN,34.6,118.05,Asia/Shanghai,45461,04
Tangzhang,CN,34.14779,117.25395,Asia/Shanghai,52985,04
Hanwang,CN,34.19444,117.08333,Asia/Shanghai,47205,04
Yitang,CN,34.25833,117.88889,Asia/Shanghai,28002,04
Xuzhuang,CN,34.29614,117.45798,Asia/Shanghai,56099,04
Nianzhuang,CN,34.29722,117.77222,Asia/Shanghai,80617,04
Tashan,CN,34.33611,117.56667,Asia/Shanghai,59162,04
Zizhuang,CN,34.36152,117.48816,Asia/Shanghai,52063,04
Liuji,CN,34.35833,117.05278,Asia/Shanghai,54785,04
Jiangzhuang,CN,34.49167,117.39722,Asia/Shanghai,31991,04
Daizhuang,CN,34.51389,117.85278,Asia/Shanghai,42410,04
Zhangzhuang,CN,34.51944,117.00556,Asia/Shanghai,74114,04
Xinglou,CN,34.56667,117.82778,Asia/Shanghai,49653,04
Huzhai,CN,34.66944,117.00833,Asia/Shanghai,32231,04
Heqiao,CN,34.45278,116.9,Asia/Shanghai,35118,04
Fanlou,CN,34.48091,116.85248,Asia/Shanghai,62859,04
Hekou,CN,34.57778,116.81389,Asia/Shanghai,47281,04
Songlou,CN,34.57231,116.60239,Asia/Shanghai,79763,04
Sunlou,CN,34.66667,116.58333,Asia/Shanghai,46941,04
Zhuzhai,CN,34.76111,116.81389,Asia/Shanghai,56908,04
Zhaozhuang,CN,34.73889,116.45556,Asia/Shanghai,53193,04
Anguo,CN,34.83056,116.81944,Asia/Shanghai,82181,04
Shizhai,CN,34.80556,116.63889,Asia/Shanghai,62956,04
Yaxing,CN,19.44778,109.26273,Asia/Shanghai,76427,31
Lintan Chengguanzhen,CN,34.68885,103.35242,Asia/Shanghai,23035,15
Zunyi,CN,27.68667,106.90722,Asia/Shanghai,2037775,18
Zuitai,CN,33.33083,105.60467,Asia/Shanghai,27027,15
Zoucheng,CN,35.40056,116.96556,Asia/Shanghai,277400,25
Nima,CN,34.00065,102.07127,Asia/Shanghai,17820,15
Ziyang Chengguanzhen,CN,32.51917,108.53232,Asia/Shanghai,35496,26
Ziyang,CN,30.12108,104.64811,Asia/Shanghai,905729,32
Zitong,CN,30.1782,105.82991,Asia/Shanghai,212819,33
Zishui,CN,31.41281,108.31465,Asia/Shanghai,20396,33
Zigong,CN,29.34162,104.77689,Asia/Shanghai,1262064,32
Zhuzhou,CN,27.83333,113.15,Asia/Shanghai,1129687,11
Zhuyuan,CN,31.30216,109.25806,Asia/Shanghai,39338,33
Zhuyang,CN,29.06423,105.94487,Asia/Shanghai,26335,33
Zhuxi,CN,29.53614,105.66685,Asia/Shanghai,34113,33
Zhutuo,CN,29.0184,105.84877,Asia/Shanghai,58262,33
Zhuoshui,CN,29.30309,108.7702,Asia/Shanghai,20386,33
Zhumadian,CN,32.97944,114.02944,Asia/Shanghai,721670,09
Zhujiajiao,CN,31.10757,121.05696,Asia/Shanghai,60000,23
Shangqiu,CN,34.45,115.65,Asia/Shanghai,1536392,09
Zhuji,CN,29.71877,120.24233,Asia/Shanghai,110721,02
Zhouqu Chengguanzhen,CN,33.78417,104.36278,Asia/Shanghai,21967,15
Zhucheng,CN,35.99472,119.3975,Asia/Shanghai,499285,25
Zhuanghe,CN,39.70083,122.99111,Asia/Shanghai,80384,19
Zhouzhuang,CN,31.11788,120.84427,Asia/Shanghai,22000,04
Zhouxi,CN,26.48333,107.91667,Asia/Shanghai,16859,18
Zhoukou,CN,33.63333,114.63333,Asia/Shanghai,505171,09
Zhoujia,CN,30.41908,107.53848,Asia/Shanghai,32562,33
Zhoucun,CN,36.81667,117.81667,Asia/Shanghai,122402,25
Yuxi,CN,24.355,102.54222,Asia/Shanghai,103829,29
Báigōng Jiēdào,CN,30.29493,108.03372,Asia/Shanghai,26341,33
Zhongzhai,CN,33.19133,104.42009,Asia/Shanghai,19641,15
Zhongxing,CN,33.70389,118.67917,Asia/Shanghai,57338,04
Zhongxin,CN,26.61667,101.27154,Asia/Shanghai,51866,29
Zhongshu,CN,24.51667,103.76667,Asia/Shanghai,91750,29
Zhonghe,CN,31.17664,108.13155,Asia/Shanghai,43318,33
Zhonghe,CN,28.45049,108.98901,Asia/Shanghai,105003,33
Zhongduo,CN,28.8466,108.76416,Asia/Shanghai,93928,33
Gusong,CN,28.3133,105.2377,Asia/Shanghai,87882,32
Zhongchao,CN,26.1375,109.22,Asia/Shanghai,22129,18
Zhong’ao,CN,29.765,105.66645,Asia/Shanghai,31118,33
Zhigou,CN,35.91667,119.21667,Asia/Shanghai,43152,25
Zhicheng,CN,31.00751,119.90851,Asia/Shanghai,63753,02
Zhicheng,CN,30.29556,111.50472,Asia/Shanghai,159383,12
Zhenzhou,CN,32.28034,119.16999,Asia/Shanghai,176006,04
Zhenxi,CN,29.89929,107.46452,Asia/Shanghai,50017,33
Zhenping Chengguanzhen,CN,33.03314,112.23321,Asia/Shanghai,181528,09
Zhenjiang,CN,32.21086,119.45508,Asia/Shanghai,950516,04
Zhaobaoshan,CN,29.9695,121.68753,Asia/Shanghai,61979,02
Zhengzhou,CN,34.75778,113.64861,Asia/Shanghai,4253913,09
Zhengxing,CN,29.45741,106.12926,Asia/Shanghai,27804,33
Zhengji,CN,34.43722,117.03889,Asia/Shanghai,43021,04
Zhengding,CN,38.14501,114.56556,Asia/Shanghai,193524,10
Zhelou,CN,24.96667,105.81667,Asia/Shanghai,34250,18
Xinghua,CN,32.93917,119.83417,Asia/Shanghai,105918,04
Zhaotong,CN,27.31667,103.71667,Asia/Shanghai,787845,29
Zhaoqing,CN,23.04893,112.46091,Asia/Shanghai,1553109,30
Zhaogezhuang,CN,39.76538,118.41191,Asia/Shanghai,86555,10
Zhaodun,CN,34.3027,117.85699,Asia/Shanghai,76691,04
Zhaoyuan,CN,37.36497,120.40997,Asia/Shanghai,120000,25
Zhanjiang,CN,21.23391,110.38749,Asia/Shanghai,1400709,30
Zhanhe,CN,26.8589,100.914,Asia/Shanghai,23854,29
Zhangzhou,CN,24.51333,117.65556,Asia/Shanghai,589831,07
Zhangzhai,CN,34.61667,116.95,Asia/Shanghai,74433,04
Zhangye,CN,38.93417,100.45167,Asia/Shanghai,507433,15
Zhangwan,CN,26.71139,119.59194,Asia/Shanghai,6590,07
Zhangjiachuan,CN,34.98756,106.20902,Asia/Shanghai,62497,15
Zhangji,CN,34.1375,117.37556,Asia/Shanghai,61929,04
Zibo,CN,36.79056,118.06333,Asia/Shanghai,3129228,25
Anyang,CN,36.096,114.38278,Asia/Shanghai,1146839,09
Zhancheng,CN,34.17501,117.76291,Asia/Shanghai,38164,04
Zhabei,CN,31.25861,121.45972,Asia/Shanghai,840000,23
Zaozhuang,CN,34.86472,117.55417,Asia/Shanghai,899753,25
Zaoyang,CN,32.12722,112.75417,Asia/Shanghai,184509,12
Zaojiacheng,CN,39.27706,117.43574,Asia/Shanghai,7071,28
Yuyao,CN,30.05,121.14944,Asia/Shanghai,114177,02
Yingchuan,CN,34.16278,113.46389,Asia/Shanghai,87961,09
Yuxia,CN,34.06153,108.62905,Asia/Shanghai,60206,26
Yuxi,CN,30.32392,105.77743,Asia/Shanghai,16463,33
Yushan,CN,29.53284,108.42504,Asia/Shanghai,30981,33
Kunshan,CN,31.37762,120.95431,Asia/Shanghai,2092496,04
Yunyang,CN,33.44743,112.71422,Asia/Shanghai,73922,09
Yuntai,CN,33.44634,105.66561,Asia/Shanghai,10962,15
Yuntai,CN,30.13894,107.20487,Asia/Shanghai,40328,33
Yunshan,CN,34.76063,105.79252,Asia/Shanghai,16220,15
Yunnanyi,CN,25.4245,100.689,Asia/Shanghai,93671,29
Yunmeng Chengguanzhen,CN,31.06251,113.76545,Asia/Shanghai,64390,12
Yunmen,CN,30.08274,106.32376,Asia/Shanghai,68698,33
Jinghong,CN,22.00265,100.7697,Asia/Shanghai,205523,29
Yunjin,CN,29.0818,105.64329,Asia/Shanghai,54385,32
Pizhou,CN,34.31139,117.95028,Asia/Shanghai,343421,04
Yunfu,CN,22.92787,112.03809,Asia/Shanghai,2612800,30
Yuncheng,CN,35.02306,110.99278,Asia/Shanghai,680036,24
Yulinshi,CN,38.29181,109.73753,Asia/Shanghai,90870,26
Yulin,CN,22.6305,110.14686,Asia/Shanghai,1056743,16
Wulingyuan,CN,29.34936,110.54407,Asia/Shanghai,52712,11
Yujia,CN,30.8115,107.95377,Asia/Shanghai,30454,33
Yuexi,CN,30.91127,108.15926,Asia/Shanghai,47802,33
Yuelai,CN,30.20531,108.26699,Asia/Shanghai,12298,33
Yudong,CN,29.385,106.51944,Asia/Shanghai,81408,33
Yuci,CN,37.68028,112.73194,Asia/Shanghai,235929,24
Yucheng,CN,34.92889,116.46528,Asia/Shanghai,62365,25
Yuanyang,CN,29.66572,106.55749,Asia/Shanghai,37009,33
Huaiyang,CN,37.76145,114.51703,Asia/Shanghai,81861,10
Yuanshang,CN,36.76833,120.34556,Asia/Shanghai,74253,25
Yuanping,CN,38.71528,112.7575,Asia/Shanghai,82883,24
Qianjiang,CN,30.421,112.8919,Asia/Shanghai,179079,12
Heyuan,CN,23.73333,114.68333,Asia/Shanghai,463907,30
Youxi,CN,29.20936,106.14428,Asia/Shanghai,63386,33
Youting,CN,29.43128,105.73757,Asia/Shanghai,44363,33
Youchou,CN,28.96346,109.14147,Asia/Shanghai,17763,33
Yongzhou,CN,26.42389,111.61306,Asia/Shanghai,1020715,11
Yongxing,CN,34.20778,105.32889,Asia/Shanghai,22079,15
Yongxing,CN,28.98968,106.17612,Asia/Shanghai,32535,33
Yongxin,CN,28.96667,106.53333,Asia/Shanghai,49951,33
Yongqing,CN,34.74806,106.12694,Asia/Shanghai,55595,15
Yongning,CN,33.83956,106.18865,Asia/Shanghai,9999,15
Yongning,CN,27.83333,100.66667,Asia/Shanghai,20852,29
Yongning,CN,24.68,118.69,Asia/Shanghai,8460,07
Yongjia,CN,29.5719,106.00134,Asia/Shanghai,22377,33
Yongfeng,CN,27.45493,112.16943,Asia/Shanghai,70783,11
Yongcong,CN,26.04222,109.13139,Asia/Shanghai,13670,18
Yongchuan,CN,29.35376,105.89392,Asia/Shanghai,192954,33
Yongbei,CN,26.64623,100.78073,Asia/Shanghai,60099,29
Yong’an,CN,31.01894,109.45949,Asia/Shanghai,144314,33
Yizhuang,CN,34.15651,117.59367,Asia/Shanghai,34968,04
Yishui,CN,35.78472,118.62806,Asia/Shanghai,94115,25
Yinma,CN,36.66083,119.4625,Asia/Shanghai,83872,25
Zhongxiang,CN,31.16611,112.58306,Asia/Shanghai,108883,12
Yingtan,CN,28.23333,117.0,Asia/Shanghai,214229,03
Yingshang Chengguanzhen,CN,32.62945,116.27013,Asia/Shanghai,61771,01
Chengzhong,CN,30.94454,113.55284,Asia/Shanghai,265886,12
Yinchuan,CN,38.46806,106.27306,Asia/Shanghai,1487579,21
Yima,CN,34.73806,111.88389,Asia/Shanghai,82509,09
Yigou,CN,35.81139,114.31667,Asia/Shanghai,59073,09
Qingzhou,CN,36.69667,118.47972,Asia/Shanghai,236406,25
Yichun,CN,27.83333,114.4,Asia/Shanghai,1045952,03
Yicheng,CN,31.70472,112.25611,Asia/Shanghai,61027,12
Yixing,CN,31.36059,119.82016,Asia/Shanghai,1285785,04
Yichang,CN,30.71444,111.28472,Asia/Shanghai,1350150,12
Yibin,CN,28.7593,104.63994,Asia/Shanghai,836340,32
Yezhou,CN,30.60369,109.72333,Asia/Shanghai,104839,12
Yeyuan,CN,36.41667,118.5,Asia/Shanghai,97936,25
Yeliguan,CN,34.9644,103.66049,Asia/Shanghai,10066,15
Yatou,CN,37.1566,122.43762,Asia/Shanghai,91517,25
Yashan,CN,22.1975,109.94194,Asia/Shanghai,56629,16
Yaowan,CN,34.18333,118.06667,Asia/Shanghai,60668,04
Yaoji,CN,34.06667,117.81667,Asia/Shanghai,65897,04
Yanzibu,CN,34.50561,117.70222,Asia/Shanghai,25714,04
Yanzhou,CN,35.55278,116.82861,Asia/Shanghai,254788,25
Yantai,CN,37.47649,121.44081,Asia/Shanghai,2227733,25
Yanliang,CN,34.65918,109.22921,Asia/Shanghai,60891,26
Yanjing,CN,29.94494,106.35025,Asia/Shanghai,24680,33
Heyou,CN,30.08256,107.35174,Asia/Shanghai,12374,33
Yanjia,CN,29.82758,106.99734,Asia/Shanghai,72825,33
Yangshi,CN,30.81431,109.04568,Asia/Shanghai,10027,33
Yangzhou,CN,32.39722,119.43583,Asia/Shanghai,1584237,04
Yangzhou,CN,33.22192,107.54267,Asia/Shanghai,64349,26
Yanguan,CN,34.26389,105.46389,Asia/Shanghai,44954,15
Yangtun,CN,34.88333,116.88333,Asia/Shanghai,53417,04
Yangshuo,CN,24.78081,110.48967,Asia/Shanghai,300000,16
Zhangjiagang,CN,31.865,120.53889,Asia/Shanghai,1432044,04
Yangsha,CN,34.83155,103.66816,Asia/Shanghai,6042,15
Yangri,CN,31.73986,110.81493,Asia/Shanghai,10085,12
Yangquan,CN,37.8575,113.56333,Asia/Shanghai,731228,24
Yangliuqing,CN,39.1375,116.99972,Asia/Shanghai,76387,28
Yangliujie,CN,26.36667,107.5,Asia/Shanghai,10057,18
Yangjiaying,CN,39.48055,111.69301,Asia/Shanghai,17624,24
Yangjiao,CN,29.3979,107.60649,Asia/Shanghai,14659,33
Yanghe,CN,38.27852,106.24776,Asia/Shanghai,67901,21
Yanggu,CN,36.11056,115.77528,Asia/Shanghai,74725,25
Yangcun,CN,39.36389,117.06028,Asia/Shanghai,63756,28
Yandong,CN,26.09861,108.96639,Asia/Shanghai,10506,18
Yancheng,CN,33.3575,120.1573,Asia/Shanghai,1615717,04
Yan’an,CN,36.59889,109.49167,Asia/Shanghai,475234,26
Yajiang,CN,29.45477,107.37369,Asia/Shanghai,19636,33
Yacheng,CN,34.32278,105.13528,Asia/Shanghai,10267,15
Ya'an,CN,29.98521,102.999,Asia/Shanghai,612056,32
Tongshan,CN,34.18045,117.15707,Asia/Shanghai,329661,04
Xuyong,CN,28.16992,105.43452,Asia/Shanghai,108352,32
Xucheng,CN,20.33025,110.16643,Asia/Shanghai,83267,30
Shangrao,CN,28.45179,117.94287,Asia/Shanghai,1116486,03
Xunyang,CN,32.82389,109.36528,Asia/Shanghai,67929,26
Xunsi,CN,28.10077,104.56063,Asia/Shanghai,41120,32
Xunchang,CN,28.45433,104.71498,Asia/Shanghai,118664,32
Xujiang,CN,26.83945,116.32011,Asia/Shanghai,87459,03
Xuchang,CN,34.03189,113.86299,Asia/Shanghai,1265536,09
Xuantan,CN,29.20856,105.56974,Asia/Shanghai,69250,32
Xuanzhou,CN,30.9525,118.75528,Asia/Shanghai,774332,01
Xixiang,CN,35.16278,112.865,Asia/Shanghai,60745,09
Xixiang,CN,32.98703,107.764,Asia/Shanghai,99867,26
Xiuying,CN,20.00073,110.29359,Asia/Shanghai,290000,31
Xiuqi,CN,31.87737,108.78159,Asia/Shanghai,13874,33
Xiulin,CN,29.71667,112.4,Asia/Shanghai,122411,12
Xiugu,CN,27.91132,116.77637,Asia/Shanghai,81153,03
Xituo,CN,30.40793,108.21732,Asia/Shanghai,25585,33
Xitangtuo,CN,39.3224,117.48821,Asia/Shanghai,5684,28
Xiongzhou,CN,25.11667,114.3,Asia/Shanghai,79050,30
Huayuan,CN,28.28635,117.20656,Asia/Shanghai,73732,03
Xinzhou,CN,38.40917,112.73333,Asia/Shanghai,544683,24
Xinzhou,CN,30.86667,114.8,Asia/Shanghai,78767,12
Xinzhou,CN,19.71446,109.31146,Asia/Shanghai,67316,31
Xinzhi,CN,36.49889,111.70472,Asia/Shanghai,72303,24
Xinzhai,CN,36.4,118.61667,Asia/Shanghai,100168,25
Xinzhai,CN,33.64387,104.68386,Asia/Shanghai,11242,15
Xinyu,CN,27.80429,114.93335,Asia/Shanghai,839488,03
Hancheng,CN,32.51861,112.35222,Asia/Shanghai,61633,09
Xinyang,CN,32.12278,114.06556,Asia/Shanghai,1230042,09
Xinxing,CN,36.04917,119.54139,Asia/Shanghai,38200,25
Xinxiang,CN,35.19033,113.80151,Asia/Shanghai,1047088,09
Xintian,CN,30.69866,108.40193,Asia/Shanghai,34145,33
Xintai,CN,35.90056,117.75194,Asia/Shanghai,222459,25
Xinshi,CN,31.04704,113.14098,Asia/Shanghai,98422,12
Xinmin,CN,30.90343,109.46682,Asia/Shanghai,21912,33
Xinmiao,CN,29.65528,107.04988,Asia/Shanghai,34299,33
Xinji,CN,37.92595,115.21907,Asia/Shanghai,145911,10
Xining,CN,36.62554,101.75739,Asia/Shanghai,1677177,06
Shangmei,CN,27.74278,111.29556,Asia/Shanghai,75233,11
Xinhe,CN,36.925,119.59306,Asia/Shanghai,69884,25
Xingtai,CN,37.06217,114.49272,Asia/Shanghai,798770,10
Xingren,CN,25.43333,105.23333,Asia/Shanghai,91579,18
Xinglong,CN,29.88931,106.70622,Asia/Shanghai,20333,33
Xinglong,CN,30.65723,109.44599,Asia/Shanghai,41411,33
Xinglong,CN,29.25841,109.03714,Asia/Shanghai,11543,33
Xingguo,CN,34.85861,105.66861,Asia/Shanghai,95211,15
Ankang,CN,32.68,109.01722,Asia/Shanghai,870126,26
Wenfeng,CN,31.40495,109.23459,Asia/Shanghai,31338,33
Xindian,CN,36.7975,118.29444,Asia/Shanghai,82555,25
Xindian,CN,24.61006,118.24068,Asia/Shanghai,8145,07
Xindi,CN,29.81667,113.46667,Asia/Shanghai,175761,12
Feicheng,CN,36.24861,116.76583,Asia/Shanghai,77606,25
Xincheng,CN,34.67431,103.5868,Asia/Shanghai,20535,15
Xinshi,CN,29.95996,107.10408,Asia/Shanghai,21578,33
Xinyi,CN,34.38424,118.34617,Asia/Shanghai,300511,04
Sanshui,CN,23.15486,112.89161,Asia/Shanghai,153714,30
Ximeicun,CN,24.98773,118.3858,Asia/Shanghai,94326,07
Wacheng Neighborhood,CN,33.78333,114.51667,Asia/Shanghai,66848,09
Xihe,CN,31.68635,113.46585,Asia/Shanghai,90422,12
Xigang,CN,38.55258,106.34805,Asia/Shanghai,112061,21
Xiema,CN,29.77415,106.3688,Asia/Shanghai,60933,33
Xiditou,CN,39.25375,117.34814,Asia/Shanghai,5407,28
Xichang,CN,27.89642,102.26341,Asia/Shanghai,481796,32
Xichang,CN,21.63333,108.95,Asia/Shanghai,80064,16
Xibing,CN,26.98139,119.72472,Asia/Shanghai,5050,07
Xiazhuang,CN,36.44917,119.83556,Asia/Shanghai,88710,25
Xiazhuang,CN,34.91611,118.63889,Asia/Shanghai,63285,25
Xiazhuang,CN,25.4,100.83333,Asia/Shanghai,53954,29
Xiazhen,CN,34.80222,117.11167,Asia/Shanghai,125667,25
Xiasi,CN,26.51667,107.78333,Asia/Shanghai,25490,18
Haining,CN,30.53629,120.68638,Asia/Shanghai,70171,02
Gongyi,CN,34.75534,113.01137,Asia/Shanghai,56033,09
Xiaoweizhai,CN,26.19028,107.5125,Asia/Shanghai,58913,18
Xiaoshan,CN,30.16746,120.25883,Asia/Shanghai,95234,02
Xiaomian,CN,30.12268,106.53435,Asia/Shanghai,27154,33
Xiaolingwei,CN,32.03244,118.854,Asia/Shanghai,66031,04
Jinfeng,CN,28.2385,116.60054,Asia/Shanghai,127076,03
Xiaogan,CN,30.92689,113.92221,Asia/Shanghai,908266,12
Xiaodian,CN,39.25412,117.22747,Asia/Shanghai,5086,28
Xiaochuan,CN,33.6806,105.56156,Asia/Shanghai,18098,15
Xianyang,CN,34.33778,108.70261,Asia/Shanghai,1034081,26
Xiantao,CN,30.3708,113.44294,Asia/Shanghai,239406,12
Xianshuigu,CN,38.985,117.38278,Asia/Shanghai,74028,28
Xiannü,CN,32.42806,119.56048,Asia/Shanghai,83936,04
Xianning,CN,29.84347,114.32201,Asia/Shanghai,512517,12
Xianju,CN,28.8547,120.73168,Asia/Shanghai,61532,02
Xiangzhou,CN,36.16444,119.41889,Asia/Shanghai,61748,25
Zhuhai,CN,22.27694,113.56778,Asia/Shanghai,2207090,30
Xiangcheng,CN,25.46687,100.56248,Asia/Shanghai,121959,29
Wenxing,CN,28.68208,112.87864,Asia/Shanghai,57117,11
Xiangxiang,CN,27.73333,112.53333,Asia/Shanghai,87592,11
Xiangtan,CN,27.85,112.9,Asia/Shanghai,959303,11
Xiangshui,CN,30.655,108.193,Asia/Shanghai,16889,33
Xiangyang,CN,32.0422,112.14479,Asia/Shanghai,1294733,12
Xiangcheng Chengguanzhen,CN,33.84703,113.4778,Asia/Shanghai,65833,09
Xianfeng,CN,29.21004,106.30012,Asia/Shanghai,48586,33
Xi’an,CN,34.25833,108.92861,Asia/Shanghai,9600000,26
Xiamen,CN,24.47979,118.08187,Asia/Shanghai,4617251,07
Xiahu,CN,26.61056,119.94833,Asia/Shanghai,5070,07
Xiagezhuang,CN,36.69306,120.43472,Asia/Shanghai,30706,25
Xiabaishi,CN,26.81528,119.67917,Asia/Shanghai,8320,07
Wuzhou,CN,23.48054,111.28848,Asia/Shanghai,761948,16
Wuzhen,CN,30.74536,120.4851,Asia/Shanghai,60000,02
Wuyang,CN,31.9925,116.24722,Asia/Shanghai,79070,01
Wuxue,CN,29.85058,115.5525,Asia/Shanghai,220661,12
Wushan,CN,31.07749,109.87639,Asia/Shanghai,117873,33
Wuxi,CN,31.56887,120.28857,Asia/Shanghai,4396835,04
Wutongshu,CN,38.18333,106.28333,Asia/Shanghai,20506,21
Wushan,CN,34.72083,104.88583,Asia/Shanghai,68643,15
Wuqiao,CN,30.77967,108.45506,Asia/Shanghai,20672,33
Dongyang,CN,29.26778,120.22528,Asia/Shanghai,130387,02
Wuma,CN,33.0635,105.44253,Asia/Shanghai,6743,15
Wuling,CN,30.50595,108.25884,Asia/Shanghai,24632,33
Changde,CN,29.03205,111.69844,Asia/Shanghai,1457419,11
Wujing,CN,36.45,118.4,Asia/Shanghai,60260,25
Wujia,CN,29.63482,105.3911,Asia/Shanghai,34549,33
Wujia,CN,21.76667,109.03333,Asia/Shanghai,15549,16
Wuhu,CN,31.35259,118.42947,Asia/Shanghai,1598165,01
Wuhan,CN,30.58333,114.26667,Asia/Shanghai,10392693,12
Wuhai,CN,39.68442,106.81583,Asia/Shanghai,218427,20
Wugui,CN,29.81882,105.75563,Asia/Shanghai,8341,33
Wugang,CN,26.7279,110.63198,Asia/Shanghai,132457,11
Wudong,CN,30.2099,107.34127,Asia/Shanghai,17190,33
Wuda,CN,39.49944,106.71167,Asia/Shanghai,129922,20
Wucheng,CN,29.60077,118.17495,Asia/Shanghai,60212,01
Wenzhou,CN,27.99942,120.66682,Asia/Shanghai,2650000,02
Wenxian Chengguanzhen,CN,32.94712,104.68139,Asia/Shanghai,31339,15
Wenshui,CN,28.45056,106.52667,Asia/Shanghai,5531,18
Wenshang,CN,35.7275,116.49611,Asia/Shanghai,59455,25
Wenquan,CN,31.35911,108.52224,Asia/Shanghai,39402,33
Wenling,CN,28.37524,121.38416,Asia/Shanghai,67433,02
Wenjiang,CN,28.38812,104.56339,Asia/Shanghai,68433,32
Wenheng,CN,25.66742,116.75429,Asia/Shanghai,20542,07
Tianfu,CN,37.26366,122.05228,Asia/Shanghai,115370,25
Wenchang,CN,19.55158,110.80279,Asia/Shanghai,560894,31
Weituo,CN,30.03983,106.14701,Asia/Shanghai,36068,33
Weinan,CN,34.50355,109.50891,Asia/Shanghai,1199290,26
Weimiao,CN,34.58333,117.06667,Asia/Shanghai,51820,04
Weiji,CN,34.03333,117.95,Asia/Shanghai,48069,04
Weihai,CN,37.50914,122.11356,Asia/Shanghai,844310,25
Weifang,CN,36.71,119.10194,Asia/Shanghai,2044028,25
Wayaobu,CN,37.13611,109.65972,Asia/Shanghai,113698,26
Wayao,CN,34.38333,118.23333,Asia/Shanghai,37080,04
Wanxian,CN,30.81601,108.37407,Asia/Shanghai,859662,33
Wanshun,CN,30.04006,106.97159,Asia/Shanghai,22256,33
Wanshui,CN,26.73528,107.98722,Asia/Shanghai,17141,18
Wansheng,CN,28.9629,106.92844,Asia/Shanghai,113751,33
Wanning,CN,18.79931,110.3841,Asia/Shanghai,545992,31
Wangguan,CN,33.45917,105.36167,Asia/Shanghai,6100,15
Wangwu,CN,19.65623,109.29071,Asia/Shanghai,24274,31
Wangu,CN,29.68242,105.93551,Asia/Shanghai,28871,33
Wangpu,CN,35.05712,105.43585,Asia/Shanghai,23414,15
Wangji,CN,33.98333,117.75,Asia/Shanghai,54578,04
Yinzhu,CN,35.87861,119.97528,Asia/Shanghai,75656,25
Wangfen,CN,36.55,118.38333,Asia/Shanghai,48052,25
Wanchao,CN,26.6,107.85,Asia/Shanghai,12067,18
Waina,CN,33.20639,105.04972,Asia/Shanghai,19394,15
Wafangdian,CN,39.61833,122.00806,Asia/Shanghai,250591,19
